userName,skor,at,text,cleaned_text
Siti Asadah,positive,2023-11-25 07:52:00,sdh semangat co tenyt gk bs pmbyrn gk bs dgn metode codbikin sek bngtpdhl chatt tnya sellerny bilang bs cod sdh setting terima cod tp knp dr shopee ny gk mengaktifknny,sdh semangat co tenyt gk bs pmbyrn gk bs dgn metode codbikin sek bngtpdhl chatt tnya sellerny bilang bs cod sdh setting terima cod tp knp dr shopee ny gk mengaktifknny
Diva Rachman,positive,2023-11-25 05:42:00,aplikasi bagus banget shopping sistem cod buka ngejamin barang nya aman nggak wajib download sih,aplikasi bagus banget shopping sistem cod buka ngejamin barang nya aman nggak wajib download sih
Ari Wibowo,negative,2023-11-24 17:02:00,banyak shopeevidio yg krg pantasdan vocher ongkir alih shopeevidiolive bayar sbksudah nyaman enaklancar repot hya vocher ongkir cod shopeepayskg jd mahal diongkir,shopeevidio yg krg pantasdan vocher ongkir alih shopeevidiolive bayar sbksudah nyaman enaklancar repot hya vocher ongkir cod shopeepayskg jd mahal diongkir
Elis Tyani,positive,2023-11-24 11:37:00,banyak lg voucher diskon nya pembelanjan shopee sistem bayar cod ya tlg adakan lg sperti tolong sistem bayar cod aktif lg,lg voucher diskon nya pembelanjan shopee sistem bayar cod ya tlg adakan lg sperti tolong sistem bayar cod aktif lg
Nur Salim,positive,2023-11-24 10:50:00,mohon evaluasi kirim spx jenis kargo paket return konfirmasi terima berat return gak cod salah kurir jenis kargo salam kabupaten sumenep,mohon evaluasi kirim spx jenis kargo paket return konfirmasi terima berat return gak cod salah kurir jenis kargo salam kabupaten sumenep
Takein Thrift,positive,2023-11-24 09:19:00,dapat aja ni ka fitur cod tu rata smua akun beli guna kasi minimal beli aktif gtu akun udah 10kali pmbelian bsa tu fitur klo akun d bolhkn bgtu iseng order brg beli bs d hubung,aja ni ka fitur cod tu smua akun beli kasi minimal beli aktif gtu akun udah kali pmbelian bsa tu fitur klo akun d bolhkn bgtu iseng order brg beli bs d hubung
Fauzi Ahsan,negative,2023-11-24 09:06:00,transaksi cod gratis ongkir bonus,transaksi cod gratis ongkir bonus
BENTENG RAYA 62,neutral,2023-11-24 07:59:00,beli cepat datangtiba barang cod banding non cod,beli cepat datangtiba barang cod banding non cod
TANU Wijaya,negative,2023-11-24 07:58:00,min tolong chek out ga tolong kalo lag msalah benerin min chekout barang udh gt ga cod shopepay maaf ku ksh bntang 2 kalo dh d bnerin ksh 5,min tolong chek out ga tolong kalo lag msalah benerin min chekout barang udh gt ga cod shopepay maaf ku ksh bntang kalo dh d bnerin ksh
Mohamad Setiawan SH,positive,2023-11-24 07:34:00,kirim lancarbisa codsering promo free ongkir komplain bela konsumen sip,kirim lancarbisa codsering promo free ongkir komplain bela konsumen sip
Nofia,negative,2023-11-24 04:48:00,buruk aplikasi shope ni bnyk banget udah atur promo coba promo bayar pake see bank ga cod nya akun platinum,buruk aplikasi shope ni bnyk banget udah atur promo coba promo bayar pake see bank ga cod nya akun platinum
Hasriati SH,negative,2023-11-24 04:47:00,nyesel tau ngeupdatenya lot banget check out ngga reng keranjang muncul metode bayar codpadahal udah pilih barang filter cod eh suruh metode seabankmakin ngga suka shopee,nyesel tau ngeupdatenya lot banget check out ngga reng keranjang muncul metode bayar codpadahal udah pilih barang filter cod eh suruh metode seabankmakin ngga suka shopee
Mansyur Syarif,negative,2023-11-24 03:37:00,sayang nya barang codseperti efek gitar cod,sayang nya barang codseperti efek gitar cod
Mona Sovia,negative,2023-11-24 00:58:00,shope buruk banget maasa belanja gaada 0 ongkirnya paylater limit gaada yg 6bl skrg pakai shope cod bayar ongkirnya pakai seabank yg gratis ongkir semkin d prbarui buruk,shope buruk banget maasa belanja gaada ongkirnya paylater limit gaada yg bl skrg pakai shope cod bayar ongkirnya pakai seabank yg gratis ongkir semkin d prbarui buruk
Ahmad Nurjaelani,negative,2023-11-24 00:50:00,aplikasi nya bagus kurirkurir nya malas nganter paket yg cod buruk wilayah jakarta utara hubung konsumen antar paket dapet notif dri aplikasi paket kirim kurir batal alas salah alamat alas saran tegas kurir kurir nya kecewa kurir nya tolong catat yah nama pribadi kecewa 3 paket yg gagal,aplikasi nya bagus kurirkurir nya malas nganter paket yg cod buruk wilayah jakarta utara hubung konsumen paket dapet notif dri aplikasi paket kirim kurir batal alas salah alamat alas saran kurir kurir nya kecewa kurir nya tolong catat yah nama pribadi kecewa paket yg gagal
Fariz Gam,negative,2023-11-23 23:37:00,kali aja kecewa shopee karna cod karna balikin gin kurir shopee gak aja komfirmasi,kali aja kecewa shopee karna cod karna balikin gin kurir shopee gak aja komfirmasi
Suriani Arani (Anni),positive,2023-11-23 19:52:00,lumayan mudah belanja tampa ribet semenjak cod cek ccd hindar palsu dlm jual postingan dg barang sesuai asli beli kucing dlm karung terima kasih shopee,lumayan mudah belanja tampa ribet semenjak cod cek ccd hindar palsu dlm jual postingan dg barang sesuai asli beli kucing dlm karung terima kasih shopee
Boriell Persib,negative,2023-11-23 19:03:00,habis uninstal aja voucher gratis ongkir nya laku bayar via sea bank cod maaf pindah si ijo aja,habis uninstal aja voucher gratis ongkir nya laku bayar via sea bank cod maaf pindah si ijo aja
Penggila Youtube,negative,2023-11-23 18:06:00,gimana nggak login barcode sandi email inget hp cuman reset ulang gak login shopee pesan,gimana nggak login barcode sandi email inget hp cuman reset ulang gak login shopee pesan
ivana lovely,negative,2023-11-23 17:50:00,benci banget shopeekemarin karna 1 paket diantarotomatis langsung nonaktif cod jadi bs belanja apa2 lg codaku skrg pindah belanja lazadatak beli lagiini pake non aktif codpadahal kemarin kurir paketaku rumah pasar beli sayur besok kirim lagishopee langsung non aktif metode bayar cod tega banget sebelapalagi cod mahal biaya tangan ongkir mahal,benci banget shopeekemarin karna paket diantarotomatis langsung nonaktif cod bs belanja lg codaku skrg pindah belanja lazadatak beli lagiini pake non aktif codpadahal kemarin kurir paketaku rumah pasar beli sayur besok kirim lagishopee langsung non aktif metode bayar cod tega banget sebelapalagi cod mahal biaya tangan ongkir mahal
Kim Elle,positive,2023-11-23 12:42:00,biaya tangan cod,biaya tangan cod
dina tri wahyuningsih,positive,2023-11-23 11:39:00,sukaaaa bangettt terimakasih hadir belanja mudahhh harga yg murahhh vocher diskon gratis ongkir cod jugaaaa ngerasa bantu banget apk,sukaaaa bangettt terimakasih hadir belanja mudahhh harga yg murahhh vocher diskon gratis ongkir cod jugaaaa ngerasa bantu banget apk
keyy vinaa457,negative,2023-11-23 10:00:00,kecewa lemah sistem keamanannyahari sy dpt paket fiktif cod yg sy gprnh sen sm dn pkt tulis nama dn alamat sy trs kalo solusi gimana uang ga kurir shopee express nya,kecewa lemah sistem keamanannyahari sy dpt paket fiktif cod yg sy gprnh sen sm dn pkt tulis nama dn alamat sy trs kalo solusi gimana uang ga kurir shopee express nya
Aprilia Ummi,positive,2023-11-23 09:53:00,semenjak shoopee belanja aja mudah pilih belanja barang perlu agam vouchernya tambah layan cod buka keren,semenjak shoopee belanja aja mudah pilih belanja barang agam vouchernya layan cod buka keren
charli lie,negative,2023-11-23 06:35:00,cod jaring normal sayang aj aplikasi normal,cod jaring normal sayang aj aplikasi normal
Chelsea W,negative,2023-11-23 05:44:00,paket yg kembali sellerrupa nya kali,paket yg sellerrupa nya kali
very barus,negative,2023-11-23 04:40:00,kecewa dgn shopeekita belanja online dgn coddisaranin pake jasa nya spxtapi pemberitahuan ap2 tiba2 barang udh kembaliin aj,kecewa dgn shopeekita belanja online dgn coddisaranin pake jasa nya spxtapi pemberitahuan ap barang udh kembaliin aj
G M T,negative,2023-11-23 04:12:00,1212 lot toblesaya cek keranjang satusaya lihat konfirmasih kesah belitulisanya produk validsaya coba kranjang satusaya pikir gak codsaya ganti tokoini jelas okesaya tunggutak cek nyampaiwaduh situ tera pengirimandari barang yg samahadehyg shopee 9 9 kemarin okeseandainya cek dikranjang ya satubukan 3 shopee1212,lot toblesaya cek keranjang satusaya lihat konfirmasih kesah belitulisanya produk validsaya coba kranjang satusaya pikir gak codsaya ganti tokoini okesaya tunggutak cek nyampaiwaduh situ tera pengirimandari barang yg samahadehyg shopee kemarin okeseandainya cek dikranjang ya satubukan shopee
Putri Mahardikareal,negative,2023-11-23 02:42:00,sayang tik tok shop hapus shopee enak nya susah gratis ongkir ribet nonton video live sedia gratis ongkir cod cod karena orang rumah metode transfer shopee sulit belanja malas blanja shopee tolong baik bikin orang susah blanja sni,sayang tik tok shop hapus shopee enak nya susah gratis ongkir ribet nonton video live sedia gratis ongkir cod cod orang rumah metode transfer shopee sulit belanja malas blanja shopee tolong bikin orang susah blanja sni
F.ardian,negative,2023-11-23 01:22:00,sistem cod aplikasi shopee minim konsumen butuh alat butuh part kendaraanperalatan lainnyaharus ap ikasi kredit sulit bayar konsumencod nya sengaja mati produsennyaberarti kecil daya beli konsumen indonesia,sistem cod aplikasi shopee minim konsumen butuh alat butuh part kendaraanperalatan lainnyaharus ap ikasi kredit sulit bayar konsumencod nya sengaja mati produsennyaberarti daya beli konsumen indonesia
Elkasi Putri,positive,2023-11-22 15:43:00,bantu layan cepat bangetcod,bantu layan cepat bangetcod
Suyatno 162,positive,2023-11-22 13:48:00,baggus bgt  yg suka belanja online cod  kadang kirim ya gak sedia  yg sedih kirim gak pikirin sih egak bodo barang sesuai gak rusak ,baggus bgt yg suka belanja online cod kadang kirim ya gak sedia yg sedih kirim gak pikirin sih egak bodo barang sesuai gak rusak
EmYe Creative,negative,2023-11-22 12:49:00,cod cek fungsi iklan doang,cod cek fungsi iklan doang
BINTANG QUEEN AZZAHRA,positive,2023-11-22 09:09:00,bagus nama no hp kurir antar mudah terkadang paket cod hari nunggu tp gk kurir malam chat paket kirim besok kurir chat solusi kerja rumah tepat efisien sih terima kasih ,bagus nama no hp kurir mudah terkadang paket cod nunggu tp gk kurir malam chat paket kirim besok kurir chat solusi kerja rumah efisien sih terima kasih
Royani Yusuf,positive,2023-11-22 04:12:00,app yg amanah konsisten kastamernya cod cek barang dipay kurir jdi tdk sesuai pesan langsung retur brg tsb pokok mantao kalo kembang lgi puas kastamernya,app yg amanah konsisten kastamernya cod cek barang dipay kurir jdi tdk sesuai pesan langsung retur brg tsb pokok mantao kalo kembang lgi puas kastamernya
Richardo Lapian,positive,2023-11-22 03:32:00,sdh bagus cod cek spy nga barang yg tdk sesuai kurang brg langsung kembali kurir,sdh bagus cod cek spy nga barang yg tdk sesuai brg langsung kurir
Rismaa,negative,2023-11-22 02:43:00,ya pesan tinggal anter tuju ga kurir ngechat barang cod ga anter sampe rumah gimana si tolong jelas min,ya pesan tinggal anter tuju ga kurir ngechat barang cod ga anter sampe rumah gimana si tolong min
Ika jwb,negative,2023-11-22 01:33:00,cod nya ribet gk kayak dlu cod hubung sea bank hilang langgan klo gin lama2,cod nya ribet gk kayak dlu cod hubung sea bank hilang langgan klo gin
Poppy Riyanti,neutral,2023-11-22 01:28:00,jdi gak ni apk gak cod cod yg mudah,jdi gak ni apk gak cod cod yg mudah
Andika Pratama,negative,2023-11-22 00:12:00,saran sistem bayar cod paket kembali jual ijo aja gk ngecewain,saran sistem bayar cod paket jual ijo aja gk ngecewain
Rudi Yana96,negative,2023-11-21 23:02:00,berat hati edit ulas kesini kirim amburadul cod aja sampe sistem cash banget estimasi sampe 2 sampe 3 4 beda aplikasi belah kasih jamin sampe 2 tolong layan expedisi sedia pilih pake spx lot males banget sebenernya beli shope kirim pake spx lot banget sumpah,berat hati edit ulas kesini kirim amburadul cod aja sampe sistem cash banget estimasi sampe sampe beda aplikasi belah kasih jamin sampe tolong layan expedisi sedia pilih pake spx lot males banget sebenernya beli shope kirim pake spx lot banget sumpah
Ady Atma,negative,2023-11-21 17:14:00,lot loading udah gt bayar cod gak pake seabank belanja ribet,lot loading udah gt bayar cod gak pake seabank belanja ribet
Sem Tumilantow,positive,2023-11-21 14:30:00,puas belanja shopeemurah2 yg codtrima kasih shopee,puas belanja shopeemurah yg codtrima kasih shopee
Rose Diana,positive,2023-11-21 14:18:00,harga oke ongkir sesuai sayang fitur cod kekalimantan banyak,harga oke ongkir sesuai sayang fitur cod kekalimantan
Mohammad Rifai,positive,2023-11-21 08:20:00,shopee baik pokokebisa cod cepet langsung wes wesbarang dah nyampe,shopee pokokebisa cod cepet langsung wes wesbarang dah nyampe
Alfita Roudhotul Jannah,positive,2023-11-21 04:10:00,kalo barang pesan cantum nomor kurir konfirmasi pesan klo pesan cod kadang notif pesan antar pagi nungguin tuh sampai sore klo tulis jam pesan rumah terimakasih,kalo barang pesan cantum nomor kurir konfirmasi pesan klo pesan cod kadang notif pesan pagi nungguin tuh sore klo tulis jam pesan rumah terimakasih
Lisnawaty Gemoy,negative,2023-11-21 03:36:00,maaf kasih bintang gak cod mlah hrus pke seabank gak orang sekrng ongkir gak gratis min bnlj 30 rb tpi sekrang mohon baik yah min,maaf kasih bintang gak cod mlah hrus pke seabank gak orang sekrng ongkir gak gratis min bnlj rb tpi sekrang mohon yah min
Eryana official,negative,2023-11-21 02:07:00,cod paket alesan,cod paket alesan
Gunawan Gunawan,positive,2023-11-21 00:50:00,belanja shoopee bagus aman tambah cod buka bayar pokok nya top banget dah,belanja shoopee bagus aman cod buka bayar pokok nya top banget dah
ronald aurelio,negative,2023-11-20 19:36:00,kacau rusak rusak salah gw kurir nya sen paket bayar cod tunggu paket ga dtng2 cek status antr ampe mlm ga dteng tidur kali tuh kurir pas cek kirim gagal kocak saking kek gt akun gw bekuin gabisa cod lahh salah gw kurir nya gw tungguin rmh ga dteng maaf in kali paket cod iyakali gw musti instant mulu dateng tuh paket kocak shope,kacau rusak rusak salah gw kurir nya sen paket bayar cod tunggu paket ga dtng cek status antr ampe mlm ga dteng tidur kali tuh kurir pas cek kirim gagal kocak saking kek gt akun gw bekuin gabisa cod lahh salah gw kurir nya gw tungguin rmh ga dteng maaf in kali paket cod iyakali gw musti instant mulu dateng tuh paket kocak shope
Wahyu Yudi,negative,2023-11-20 17:31:00,voucher free ongkir laku cod,voucher free ongkir laku cod
Astri Rangau,negative,2023-11-20 15:14:00,udah rada rada ku tengo aplikasi enakini udah gc enak d guna terus cod udah gc guna moon maaf 1 kasi bintang karna enak belanja d mohon baik yah ,udah rada rada ku tengo aplikasi enakini udah gc enak d cod udah gc moon maaf kasi bintang karna enak belanja d mohon yah
Tarsa,positive,2023-11-20 12:36:00,alam shopee kabar gak cod yaaa konsumen gak ribet tf kalo cod tinggal nunggu rumah senang lazada cod rat ongkir,alam shopee kabar gak cod yaaa konsumen gak ribet tf kalo cod tinggal nunggu rumah senang lazada cod rat ongkir
Imel BanuaRantau,negative,2023-11-20 11:31:00,aduhhhayyh ga bagus ebt sih cod ku gabisa 2bulan pdhal gak xansle barang,aduhhhayyh ga bagus ebt sih cod ku gabisa pdhal gak xansle barang
Vash Bunga,positive,2023-11-20 11:20:00,saran kalo fitur cod versi hapus ganti versi cod buka bayar tokotoko aktif cod versi new pake cod mode bagus cod versi salah paham kurir beli langgan terimakasih shopee seringsering langgan vocher gratis ya hehe ,saran kalo fitur cod versi hapus ganti versi cod buka bayar tokotoko aktif cod versi new pake cod mode bagus cod versi salah paham kurir beli langgan terimakasih shopee seringsering langgan vocher gratis ya hehe
Bayu Zulmira,negative,2023-11-20 11:17:00,jasa kirim ongkir gratis anehmakin kesini mahal ribet biaya nang klw cod mahal klw transfer tdk dpat ongkir gratis hapus shopee mahal ambil biayaya,jasa kirim ongkir gratis anehmakin kesini mahal ribet biaya nang klw cod mahal klw transfer tdk dpat ongkir gratis hapus shopee mahal ambil biayaya
Gendis Solo,positive,2023-11-20 10:43:00,shopee cantik bayar tempat cod langsung hilang barusan pesan,shopee cantik bayar cod langsung hilang barusan pesan
BadaagHaryanto Haryanto,positive,2023-11-20 10:00:00,layan bagus cod periksa pesan kereeennn,layan bagus cod periksa pesan kereeennn
Aprodita Sedubun,negative,2023-11-20 08:53:00,buruk banget pesan cod gagal alamat udah lengkap no tlpn emosi saja parah 1 tunggu paket tibatiba notifikasi masuk pesan batal kembali jual  anjgcuki moo orang tunggu tibatiba batal bangke tutup ni aplikasi,buruk banget pesan cod gagal alamat udah lengkap no tlpn emosi parah tunggu paket tibatiba notifikasi masuk pesan batal jual anjgcuki moo orang tunggu tibatiba batal bangke tutup ni aplikasi
